,RNA,Clustering File,threshold,cluster,configuration,RMSD,size
3472,3cw5,singleA,4.0,1,1,20.36485943973098,77
3473,3cw5,singleA,5.5,1,1,20.36485943973098,77
3474,3cw5,allA,3.0,3,1,17.816778608940506,77
3475,3cw5,allB,5.5,2,1,18.613578377088057,77
3476,3cw5,singleA,8.0,2,1,18.63401191370232,77
3477,3cw5,allB,9.0,4,1,17.7962889389895,77
3478,3cw5,allA,4.5,5,1,19.302984225243517,77
3479,3cw5,allB,3.0,2,1,20.452383724153037,77
3480,3cw5,singleA,4.5,2,1,18.255380028912025,77
3481,3cw5,allA,8.0,5,1,20.36638161284424,77
3482,3cw5,allA,7.5,1,1,19.42889343220555,77
3483,3cw5,allB,1.5,4,1,20.452383724153037,77
3484,3cw5,allA,8.5,4,1,17.33633179193338,77
3485,3cw5,allA,3.0,1,1,17.50551056096337,77
3486,3cw5,allA,6.5,2,1,20.194103099667487,77
3487,3cw5,singleA,2.5,5,1,19.541903694369186,77
3488,3cw5,singleB,5.5,4,1,20.452383724153037,77
3489,3cw5,allB,9.5,3,1,17.936108831070356,77
3490,3cw5,singleB,7.5,2,1,18.63401191370232,77
3491,3cw5,singleA,3.5,5,1,19.53876403460567,77
3492,3cw5,allA,3.5,4,1,20.008380744078217,77
3493,3cw5,allB,10.0,3,1,17.936108831070356,77
3494,3cw5,allB,6.0,3,1,18.94732171046874,77
3495,3cw5,allA,8.5,3,1,21.247797532920913,77
3496,3cw5,singleB,9.0,2,1,17.227774087211614,77
3497,3cw5,allB,5.5,5,1,16.9180406666966,77
3498,3cw5,singleB,9.5,1,1,19.370518836623866,77
3499,3cw5,singleB,7.5,1,1,19.034022170839247,77
3500,3cw5,allA,7.5,3,1,20.452383724153037,77
3501,3cw5,allB,2.0,1,1,16.9180406666966,77
3502,3cw5,singleA,6.5,4,1,18.01162402450151,77
3503,3cw5,singleA,3.5,2,1,18.01162402450151,77
3504,3cw5,allA,1.5,2,1,20.469040036113075,77
3505,3cw5,singleA,1.0,3,1,18.00577407389085,77
3506,3cw5,allB,4.0,5,1,19.238188584167688,77
3507,3cw5,allB,8.0,2,1,18.676198756706356,77
3508,3cw5,singleB,3.0,1,1,19.28555936445713,77
3509,3cw5,allB,9.0,2,1,20.191830030980352,77
3510,3cw5,allB,1.0,2,1,17.46052691072065,77
3511,3cw5,allB,6.5,4,1,20.17590394505287,77
3512,3cw5,allA,8.5,1,1,19.42889343220555,77
3513,3cw5,singleB,4.0,4,1,19.83879532632967,77
3514,3cw5,allA,7.0,1,1,19.42889343220555,77
3515,3cw5,allB,7.0,1,1,19.324243840316235,77
3516,3cw5,singleA,4.5,3,1,20.194103099667487,77
3517,3cw5,allB,3.5,4,1,21.317717982936166,77
3518,3cw5,singleB,4.0,1,1,18.956204788933885,77
3519,3cw5,singleA,5.0,1,1,20.36485943973098,77
3520,3cw5,singleB,6.5,1,1,19.83879532632967,77
3521,3cw5,allB,1.0,4,1,16.672066458600746,77
3522,3cw5,allA,7.0,3,1,18.529962223382974,77
3523,3cw5,singleA,1.0,4,1,20.050346630420133,77
3524,3cw5,allB,5.0,5,1,16.9180406666966,77
3525,3cw5,allB,4.5,5,1,18.6516567628723,77
3526,3cw5,allA,5.5,3,1,18.85753165183609,77
3527,3cw5,allA,2.0,2,1,16.9180406666966,77
3528,3cw5,singleA,9.5,1,1,18.514110834711992,77
3529,3cw5,singleB,1.0,3,1,18.94732171046874,77
3530,3cw5,allA,7.5,4,1,20.17590394505287,77
3531,3cw5,singleA,2.5,4,1,21.317717982936166,77
3532,3cw5,allA,3.5,2,1,18.01162402450151,77
3533,3cw5,singleB,2.0,5,1,20.194103099667487,77
3534,3cw5,singleA,8.0,3,1,17.76862684621409,77
3535,3cw5,singleB,4.5,5,1,18.400442929451454,77
3536,3cw5,allA,4.5,2,1,18.255380028912025,77
3537,3cw5,allA,4.5,1,1,20.36485943973098,77
3538,3cw5,singleA,2.5,3,1,18.00577407389085,77
3539,3cw5,allB,4.5,4,1,19.495917521368415,77
3540,3cw5,singleB,3.0,4,1,20.194103099667487,77
3541,3cw5,allA,1.0,2,1,21.955236277480594,77
3542,3cw5,singleB,6.0,3,1,18.94732171046874,77
3543,3cw5,singleB,7.0,3,1,20.194103099667487,77
3544,3cw5,singleA,6.0,2,1,18.619519327845175,77
3545,3cw5,singleB,2.0,2,1,18.834011787189684,77
3546,3cw5,singleB,6.5,4,1,20.65384467841278,77
3547,3cw5,allA,9.5,1,1,18.6516567628723,77
3548,3cw5,singleA,6.5,2,1,18.184611626317455,77
3549,3cw5,allA,7.0,5,1,17.937948600662228,77
3550,3cw5,singleA,9.0,3,1,16.602123358173195,77
3551,3cw5,singleB,6.0,4,1,19.541903694369186,77
3552,3cw5,allA,5.5,2,1,19.22248683183318,77
3553,3cw5,allA,5.0,2,1,18.255380028912025,77
3554,3cw5,allB,6.5,1,1,19.392271656513067,77
3555,3cw5,allA,4.0,4,1,18.01162402450151,77
3556,3cw5,allA,1.0,4,1,19.541903694369186,77
3557,3cw5,singleB,6.5,2,1,18.555470891357082,77
3558,3cw5,allA,7.0,4,1,20.17590394505287,77
3559,3cw5,allA,6.0,2,1,20.131266726165048,77
3560,3cw5,singleB,2.5,2,1,20.64310296442858,77
3561,3cw5,allB,8.5,5,1,16.949551616488268,77
3562,3cw5,singleA,1.5,4,1,18.514110834711992,77
3563,3cw5,allA,10.0,3,1,17.452223354060077,77
3564,3cw5,singleA,8.0,1,1,20.43939089112002,77
3565,3cw5,allB,9.0,3,1,18.532824933074828,77
3566,3cw5,singleA,3.0,5,1,19.28555936445713,77
3567,3cw5,allB,9.5,2,1,20.42909444884917,77
3568,3cw5,allA,4.0,3,1,18.8038533285069,77
3569,3cw5,allB,7.5,1,1,18.6516567628723,77
3570,3cw5,singleB,5.0,3,1,17.25991019675363,77
3571,3cw5,allA,2.0,4,1,20.88117333867999,77
3572,3cw5,singleB,5.5,5,1,19.426528253910938,77
3573,3cw5,singleB,6.0,1,1,19.83879532632967,77
3574,3cw5,singleB,4.0,3,1,17.25991019675363,77
3575,3cw5,singleB,1.5,1,1,19.541903694369186,77
3576,3cw5,allA,5.5,5,1,17.46052691072065,77
3577,3cw5,allB,8.5,2,1,19.07119817945375,77
3578,3cw5,allB,2.5,3,1,19.308428211534984,77
3579,3cw5,singleA,4.5,4,1,21.612940568094846,77
3580,3cw5,singleA,5.0,3,1,19.22248683183318,77
3581,3cw5,singleB,9.0,1,1,19.034022170839247,77
3582,3cw5,singleA,7.0,1,1,20.30616408876871,77
3583,3cw5,singleA,3.0,1,1,17.50551056096337,77
3584,3cw5,allB,7.0,3,1,17.722601389186632,77
3585,3cw5,allB,8.0,1,1,19.324243840316235,77
3586,3cw5,singleB,3.5,3,1,16.9180406666966,77
3587,3cw5,singleA,6.0,3,1,21.198858459832216,77
3588,3cw5,singleA,6.5,1,1,20.36485943973098,77
3589,3cw5,singleA,9.0,2,1,19.07119817945375,77
3590,3cw5,allA,2.5,4,1,20.009980009985018,77
3591,3cw5,allB,5.5,4,1,19.26361336821314,77
3592,3cw5,allB,2.5,5,1,21.317717982936166,77
3593,3cw5,singleB,5.0,5,1,19.28555936445713,77
3594,3cw5,allB,4.0,3,1,19.119147470533303,77
3595,3cw5,singleB,2.5,5,1,16.9180406666966,77
3596,3cw5,allB,1.5,5,1,18.511693601613008,77
3597,3cw5,allB,2.0,4,1,17.46052691072065,77
3598,3cw5,singleA,2.0,3,1,18.255380028912025,77
3599,3cw5,allB,5.0,1,1,18.956204788933885,77
3600,3cw5,allB,2.0,3,1,19.426528253910938,77
3601,3cw5,singleA,3.0,4,1,19.537620121191832,77
3602,3cw5,singleA,7.5,2,1,18.184611626317455,77
3603,3cw5,singleA,8.5,2,1,18.94732171046874,77
3604,3cw5,singleA,5.0,5,1,20.155235051966027,77
3605,3cw5,allA,1.5,3,1,16.9180406666966,77
3606,3cw5,allA,5.5,1,1,19.42889343220555,77
3607,3cw5,allB,6.0,2,1,18.613578377088057,77
3608,3cw5,singleA,8.5,1,1,19.034022170839247,77
3609,3cw5,singleA,3.5,4,1,19.982775082555477,77
3610,3cw5,singleB,1.0,2,1,19.541903694369186,77
3611,3cw5,singleA,2.5,2,1,18.449102959222706,77
3612,3cw5,allA,1.5,4,1,17.50551056096337,77
3613,3cw5,allB,1.0,3,1,20.64310296442858,77
3614,3cw5,singleB,4.0,5,1,18.94732171046874,77
3615,3cw5,allA,10.0,1,1,18.6516567628723,77
3616,3cw5,singleA,1.0,5,1,18.01162402450151,77
3617,3cw5,allB,7.0,5,1,20.17590394505287,77
3618,3cw5,allA,8.0,1,1,19.42889343220555,77
3619,3cw5,allB,10.0,1,1,18.6516567628723,77
3620,3cw5,singleB,4.5,4,1,18.85753165183609,77
3621,3cw5,allB,9.5,1,1,18.6516567628723,77
3622,3cw5,singleB,1.5,4,1,20.65384467841278,77
3623,3cw5,allB,5.0,3,1,19.062982452911193,77
3624,3cw5,allA,4.0,2,1,18.500913490960386,77
3625,3cw5,singleA,5.5,3,1,18.255380028912025,77
3626,3cw5,allB,4.0,1,1,20.22308087310141,77
3627,3cw5,singleA,4.0,2,1,18.255380028912025,77
3628,3cw5,singleB,2.0,4,1,18.01162402450151,77
3629,3cw5,singleB,3.5,5,1,17.37309414007764,77
3630,3cw5,allB,1.5,3,1,20.64310296442858,77
3631,3cw5,singleA,3.5,3,1,18.956204788933885,77
3632,3cw5,singleA,6.5,5,1,21.198858459832216,77
3633,3cw5,allB,3.0,3,1,17.37309414007764,77
3634,3cw5,singleB,2.0,3,1,20.622131315652123,77
3635,3cw5,singleB,1.0,1,1,17.25991019675363,77
3636,3cw5,allB,7.5,5,1,20.17590394505287,77
3637,3cw5,allB,6.5,3,1,19.26361336821314,77
3638,3cw5,singleB,2.5,4,1,18.400442929451454,77
3639,3cw5,allA,3.5,1,1,20.36485943973098,77
3640,3cw5,allA,4.0,1,1,20.36485943973098,77
3641,3cw5,singleA,1.5,2,1,20.155235051966027,77
3642,3cw5,allB,8.0,3,1,16.9180406666966,77
3643,3cw5,allA,1.0,1,1,17.227774087211614,77
3644,3cw5,allB,2.5,1,1,16.9180406666966,77
3645,3cw5,singleA,2.0,2,1,19.315007118818258,77
3646,3cw5,allA,1.5,1,1,20.20487564920903,77
3647,3cw5,singleB,4.5,3,1,17.25991019675363,77
3648,3cw5,allA,5.0,3,1,19.302984225243517,77
3649,3cw5,allA,8.0,3,1,21.247797532920913,77
3650,3cw5,singleB,2.5,3,1,20.484191465615623,77
3651,3cw5,singleB,2.5,1,1,19.426528253910938,77
3652,3cw5,allB,9.0,5,1,16.949551616488268,77
3653,3cw5,allA,9.5,4,1,17.50658161949385,77
3654,3cw5,allA,3.5,3,1,19.583914317623023,77
3655,3cw5,singleA,7.5,4,1,20.36638161284424,77
3656,3cw5,singleB,7.0,1,1,18.956204788933885,77
3657,3cw5,singleB,3.0,3,1,19.426528253910938,77
3658,3cw5,singleA,4.5,5,1,19.02530683064008,77
3659,3cw5,singleA,9.0,1,1,19.034022170839247,77
3660,3cw5,singleB,3.5,1,1,19.583914317623023,77
3661,3cw5,allA,3.5,5,1,17.843194781204403,77
3662,3cw5,allA,7.5,5,1,18.532824933074828,77
3663,3cw5,singleB,3.0,2,1,19.583914317623023,77
3664,3cw5,allA,9.0,2,1,20.191830030980352,77
3665,3cw5,allB,2.5,2,1,20.622131315652123,77
3666,3cw5,allA,9.0,4,1,17.504373739154452,77
3667,3cw5,allB,8.5,4,1,20.42909444884917,77
3668,3cw5,allB,7.5,2,1,18.63401191370232,77
3669,3cw5,allA,9.0,1,1,18.6516567628723,77
3670,3cw5,allA,4.5,4,1,20.08975858491087,77
3671,3cw5,allA,6.0,3,1,18.74742915708711,77
3672,3cw5,allA,4.0,5,1,20.194103099667487,77
3673,3cw5,singleA,4.0,3,1,18.8038533285069,77
3674,3cw5,allA,10.0,2,1,20.42909444884917,77
3675,3cw5,allA,6.5,3,1,18.63401191370232,77
3676,3cw5,allA,6.0,4,1,17.58980386473937,77
3677,3cw5,singleA,2.0,4,1,20.155235051966027,77
3678,3cw5,allA,8.5,5,1,17.504373739154452,77
3679,3cw5,singleB,5.5,3,1,18.400442929451454,77
3680,3cw5,singleB,7.5,4,1,16.9180406666966,77
3681,3cw5,allA,9.5,2,1,20.42909444884917,77
3682,3cw5,singleB,4.0,2,1,18.85753165183609,77
3683,3cw5,allB,7.5,4,1,17.674993635076646,77
3684,3cw5,singleA,5.5,2,1,19.22248683183318,77
3685,3cw5,singleB,1.5,2,1,16.988428414659197,77
3686,3cw5,allB,4.5,1,1,18.956204788933885,77
3687,3cw5,singleB,3.0,5,1,20.622131315652123,77
3688,3cw5,singleA,5.5,4,1,17.50551056096337,77
3689,3cw5,allB,3.0,1,1,19.07119817945375,77
3690,3cw5,allA,5.0,1,1,20.36485943973098,77
3691,3cw5,allA,2.5,1,1,18.619519327845175,77
3692,3cw5,allB,1.5,1,1,18.63401191370232,77
3693,3cw5,singleA,4.0,5,1,18.555470891357082,77
3694,3cw5,singleB,5.0,2,1,20.194103099667487,77
3695,3cw5,allA,3.0,5,1,19.53876403460567,77
3696,3cw5,singleB,8.0,1,1,18.956204788933885,77
3697,3cw5,allA,2.5,5,1,18.01162402450151,77
3698,3cw5,singleA,4.0,4,1,19.02530683064008,77
3699,3cw5,allB,8.5,3,1,18.532824933074828,77
3700,3cw5,allB,3.0,5,1,19.315007118818258,77
3701,3cw5,allB,3.5,1,1,19.583914317623023,77
3702,3cw5,allB,8.0,4,1,18.935094401665918,77
3703,3cw5,singleA,9.5,2,1,17.358289086197406,77
3704,3cw5,singleA,1.0,1,1,21.247797532920913,77
3705,3cw5,allB,5.5,3,1,20.56314178329761,77
3706,3cw5,allB,6.5,5,1,20.452383724153037,77
3707,3cw5,allA,7.5,2,1,17.722601389186632,77
3708,3cw5,singleA,2.5,1,1,17.97263475398084,77
3709,3cw5,singleA,3.0,3,1,21.0959593287435,77
3710,3cw5,allB,8.0,5,1,20.191830030980352,77
3711,3cw5,singleB,6.0,5,1,20.452383724153037,77
3712,3cw5,singleB,7.0,5,1,19.07119817945375,77
3713,3cw5,singleB,5.0,4,1,18.400442929451454,77
3714,3cw5,allB,4.0,4,1,20.131266726165048,77
3715,3cw5,allA,2.5,2,1,19.53876403460567,77
3716,3cw5,singleB,3.5,2,1,19.610599174935988,77
3717,3cw5,singleA,10.0,1,1,19.034022170839247,77
3718,3cw5,singleA,5.0,2,1,18.255380028912025,77
3719,3cw5,allA,1.0,5,1,19.184303479667957,77
3720,3cw5,allB,7.0,4,1,19.07119817945375,77
3721,3cw5,allA,6.5,4,1,17.58980386473937,77
3722,3cw5,allB,1.5,2,1,18.00577407389085,77
3723,3cw5,singleA,4.5,1,1,20.36485943973098,77
3724,3cw5,singleB,5.0,1,1,19.83879532632967,77
3725,3cw5,allB,10.0,2,1,17.7962889389895,77
3726,3cw5,singleB,6.5,5,1,16.9180406666966,77
3727,3cw5,singleA,3.5,1,1,20.36485943973098,77
3728,3cw5,singleA,1.0,2,1,20.315043686883865,77
3729,3cw5,allA,4.5,3,1,20.194103099667487,77
3730,3cw5,allA,10.0,4,1,17.504373739154452,77
3731,3cw5,allB,5.0,2,1,20.194103099667487,77
3732,3cw5,allB,9.0,1,1,18.6516567628723,77
3733,3cw5,singleB,5.5,2,1,18.555470891357082,77
3734,3cw5,singleA,10.0,2,1,20.36638161284424,77
3735,3cw5,singleB,6.5,3,1,18.94732171046874,77
3736,3cw5,allB,6.0,4,1,20.851064721016048,77
3737,3cw5,allB,4.0,2,1,18.956204788933885,77
3738,3cw5,allA,2.0,3,1,18.63401191370232,77
3739,3cw5,allA,5.5,4,1,17.37309414007764,77
3740,3cw5,allB,8.5,1,1,18.956204788933885,77
3741,3cw5,singleA,7.5,5,1,17.70669929715869,77
3742,3cw5,singleB,2.0,1,1,20.790745537377923,77
3743,3cw5,singleA,7.0,5,1,21.247797532920913,77
3744,3cw5,allB,5.5,1,1,19.392271656513067,77
3745,3cw5,allA,1.5,5,1,17.80504142090099,77
3746,3cw5,singleA,7.0,4,1,20.36638161284424,77
3747,3cw5,allB,6.0,5,1,18.935094401665918,77
3748,3cw5,allB,3.5,2,1,19.119147470533303,77
3749,3cw5,allB,7.5,3,1,17.74489504054617,77
3750,3cw5,singleA,6.0,1,1,19.83879532632967,77
3751,3cw5,singleA,2.0,5,1,21.612940568094846,77
3752,3cw5,allA,8.5,2,1,18.400442929451454,77
3753,3cw5,allA,5.0,4,1,20.153617541275313,77
3754,3cw5,singleB,8.5,2,1,18.94732171046874,77
3755,3cw5,singleB,1.0,4,1,17.816778608940506,77
3756,3cw5,allB,3.5,3,1,18.94732171046874,77
3757,3cw5,allA,8.0,2,1,17.36636404086935,77
3758,3cw5,singleB,7.5,3,1,20.452383724153037,77
3759,3cw5,singleB,4.5,1,1,18.956204788933885,77
3760,3cw5,allB,1.0,5,1,18.619519327845175,77
3761,3cw5,singleA,3.0,2,1,20.050346630420133,77
3762,3cw5,allA,9.5,3,1,18.532824933074828,77
3763,3cw5,allB,3.0,4,1,21.317717982936166,77
3764,3cw5,allA,6.5,1,1,19.42889343220555,77
3765,3cw5,allA,3.0,4,1,17.70669929715869,77
3766,3cw5,allA,2.0,5,1,18.01162402450151,77
3767,3cw5,singleB,8.5,1,1,19.034022170839247,77
3768,3cw5,allA,2.5,3,1,19.21777562570653,77
3769,3cw5,allA,2.0,1,1,19.982775082555477,77
3770,3cw5,singleA,7.5,1,1,20.30616408876871,77
3771,3cw5,allA,5.0,5,1,19.566762634631207,77
3772,3cw5,allA,8.0,4,1,17.70669929715869,77
3773,3cw5,singleA,5.0,4,1,20.131266726165048,77
3774,3cw5,allB,1.0,1,1,19.034022170839247,77
3775,3cw5,singleA,5.5,5,1,19.184303479667957,77
3776,3cw5,singleB,8.0,3,1,21.317717982936166,77
3777,3cw5,allB,4.5,3,1,17.37309414007764,77
3778,3cw5,singleB,3.5,4,1,19.436769278869367,77
3779,3cw5,allB,2.5,4,1,17.46052691072065,77
3780,3cw5,singleB,10.0,1,1,19.370518836623866,77
3781,3cw5,singleA,7.5,3,1,17.76862684621409,77
3782,3cw5,singleA,1.5,1,1,20.050346630420133,77
3783,3cw5,allA,3.0,2,1,20.36485943973098,77
3784,3cw5,singleB,7.0,4,1,19.426528253910938,77
3785,3cw5,allB,5.0,4,1,19.566762634631207,77
3786,3cw5,singleA,6.5,3,1,19.53876403460567,77
3787,3cw5,allB,7.0,2,1,21.955236277480594,77
3788,3cw5,singleB,7.0,2,1,18.63401191370232,77
3789,3cw5,allB,2.0,2,1,19.07119817945375,77
3790,3cw5,singleA,7.0,3,1,17.50551056096337,77
3791,1nbs_A,allA,6.0,5,1,26.845634654446147,120
3792,1nbs_A,allA,6.5,5,1,26.845634654446147,120
3793,1nbs_A,singleA,1.5,3,1,26.89592534195468,120
3794,1nbs_A,singleB,10.0,4,1,37.883901594212816,120
3795,1nbs_A,singleA,1.5,5,1,32.188448238459706,120
3796,1nbs_A,singleB,1.5,3,1,33.11142552050576,120
3797,1nbs_A,allA,6.0,1,1,26.28021879665388,120
3798,1nbs_A,singleB,6.0,2,1,32.188448238459706,120
3799,1nbs_A,singleB,8.0,2,1,32.73286880186337,120
3800,1nbs_A,singleB,5.5,1,1,31.470649818521384,120
3801,1nbs_A,allA,1.0,3,1,26.615726554050706,120
3802,1nbs_A,singleB,1.0,5,1,32.188448238459706,120
3803,1nbs_A,singleA,6.0,4,1,30.429318099490825,120
3804,1nbs_A,singleB,4.5,2,1,30.608622968046113,120
3805,1nbs_A,singleA,8.5,3,1,36.17685171487425,120
3806,1nbs_A,allB,4.5,2,1,27.03070661303548,120
3807,1nbs_A,singleA,6.0,5,1,29.65581393251583,120
3808,1nbs_A,allA,9.0,3,1,31.851935576978676,120
3809,1nbs_A,singleA,7.0,2,1,29.84507161995092,120
3810,1nbs_A,allB,3.5,5,1,25.064243455568334,120
3811,1nbs_A,allB,6.0,1,1,26.28021879665388,120
3812,1nbs_A,singleA,2.0,1,1,31.45210326830306,120
3813,1nbs_A,singleA,8.0,4,1,35.43293665503891,120
3814,1nbs_A,singleB,1.5,5,1,37.43904379120813,120
3815,1nbs_A,allB,6.5,2,1,20.626851432053318,120
3816,1nbs_A,allB,2.0,5,1,25.224057960605784,120
3817,1nbs_A,allA,7.0,2,1,19.760569323782146,120
3818,1nbs_A,singleB,10.0,3,1,28.639690989953085,120
3819,1nbs_A,singleA,4.0,1,1,29.84507161995092,120
3820,1nbs_A,singleA,5.5,1,1,32.0695042057092,120
3821,1nbs_A,singleA,10.0,5,1,29.468121758944868,120
3822,1nbs_A,allA,3.0,3,1,26.343209751281258,120
3823,1nbs_A,singleA,9.0,5,1,35.43293665503891,120
3824,1nbs_A,allB,10.0,5,1,28.235849553360353,120
3825,1nbs_A,allB,5.5,2,1,27.03070661303548,120
3826,1nbs_A,singleA,8.0,2,1,29.770940529314824,120
3827,1nbs_A,allB,9.0,4,1,21.57270961191477,120
3828,1nbs_A,allA,4.5,5,1,19.760569323782146,120
3829,1nbs_A,allB,3.0,2,1,27.03070661303548,120
3830,1nbs_A,singleA,4.5,2,1,37.04293994811967,120
3831,1nbs_A,allA,8.0,5,1,30.596927950367828,120
3832,1nbs_A,allA,7.5,1,1,26.441853187702257,120
3833,1nbs_A,allB,1.5,4,1,21.805031529442925,120
3834,1nbs_A,allA,8.5,4,1,22.547132855420887,120
3835,1nbs_A,allA,3.0,1,1,27.03070661303548,120
3836,1nbs_A,allA,6.5,2,1,21.4506736490955,120
3837,1nbs_A,singleA,2.5,5,1,29.397146119989266,120
3838,1nbs_A,singleB,5.5,4,1,28.498089409642887,120
3839,1nbs_A,allB,9.5,3,1,32.35164138030712,120
3840,1nbs_A,singleB,7.5,2,1,32.210429987816056,120
3841,1nbs_A,singleA,3.5,5,1,30.794137429062694,120
3842,1nbs_A,allA,3.5,4,1,22.54741670347182,120
3843,1nbs_A,allB,10.0,3,1,32.35164138030712,120
3844,1nbs_A,allB,6.0,3,1,26.8612844071165,120
3845,1nbs_A,allA,8.5,3,1,31.6762150516756,120
3846,1nbs_A,singleB,9.0,2,1,36.03823663832625,120
3847,1nbs_A,allB,5.5,5,1,22.197425526398327,120
3848,1nbs_A,singleB,9.5,1,1,32.53134181062933,120
3849,1nbs_A,singleB,7.5,1,1,31.562477722764417,120
3850,1nbs_A,allA,7.5,3,1,31.851935576978676,120
3851,1nbs_A,singleA,10.0,3,1,28.639690989953085,120
3852,1nbs_A,allB,2.0,1,1,26.327288124681584,120
3853,1nbs_A,singleA,6.5,4,1,28.702095742297285,120
3854,1nbs_A,singleA,3.5,2,1,30.608622968046113,120
3855,1nbs_A,singleB,9.5,4,1,32.210429987816056,120
3856,1nbs_A,allA,1.5,2,1,27.061908654047297,120
3857,1nbs_A,singleA,1.0,3,1,37.28074033599655,120
3858,1nbs_A,singleB,9.5,2,1,36.03823663832625,120
3859,1nbs_A,allB,4.0,5,1,21.992403233844183,120
3860,1nbs_A,singleB,7.5,5,1,28.702095742297285,120
3861,1nbs_A,allB,8.0,2,1,19.9161492261933,120
3862,1nbs_A,singleB,3.0,1,1,31.45210326830306,120
3863,1nbs_A,allB,9.0,2,1,21.805031529442925,120
3864,1nbs_A,allB,1.0,2,1,21.68091787724865,120
3865,1nbs_A,allB,6.5,4,1,31.851935576978676,120
3866,1nbs_A,allA,8.5,1,1,26.521265052783587,120
3867,1nbs_A,singleB,4.0,4,1,31.422837236634123,120
3868,1nbs_A,allA,7.0,1,1,26.477545203436062,120
3869,1nbs_A,allB,7.0,1,1,26.477545203436062,120
3870,1nbs_A,singleA,4.5,3,1,30.331318797572912,120
3871,1nbs_A,allB,3.5,4,1,29.86274602242734,120
3872,1nbs_A,singleB,4.0,1,1,30.608622968046113,120
3873,1nbs_A,singleB,8.0,4,1,35.00102712778583,120
3874,1nbs_A,singleA,5.0,1,1,32.0695042057092,120
3875,1nbs_A,singleB,6.5,1,1,31.562477722764417,120
3876,1nbs_A,allB,1.0,4,1,28.148577228698432,120
3877,1nbs_A,allA,7.0,3,1,31.119612786794118,120
3878,1nbs_A,singleA,1.0,4,1,30.608622968046113,120
3879,1nbs_A,allB,5.0,5,1,22.4967042030605,120
3880,1nbs_A,allB,4.5,5,1,19.862857296975175,120
3881,1nbs_A,allA,5.5,3,1,26.92958781712041,120
3882,1nbs_A,allA,2.0,2,1,31.119612786794118,120
3883,1nbs_A,singleA,9.5,1,1,32.53134181062933,120
3884,1nbs_A,singleB,9.0,5,1,30.794137429062694,120
3885,1nbs_A,singleB,1.0,3,1,30.489430955660684,120
3886,1nbs_A,allA,7.5,4,1,22.4967042030605,120
3887,1nbs_A,singleB,8.0,5,1,30.794137429062694,120
3888,1nbs_A,singleA,2.5,4,1,26.829567644671428,120
3889,1nbs_A,allA,3.5,2,1,27.03070661303548,120
3890,1nbs_A,singleB,2.0,5,1,31.470649818521384,120
3891,1nbs_A,singleA,8.0,3,1,32.7513236373738,120
3892,1nbs_A,singleB,4.5,5,1,32.210429987816056,120
3893,1nbs_A,allA,4.5,2,1,27.03070661303548,120
3894,1nbs_A,allA,4.5,1,1,26.343209751281258,120
3895,1nbs_A,singleA,2.5,3,1,31.54098920452559,120
3896,1nbs_A,allB,4.5,4,1,32.1246603094881,120
3897,1nbs_A,singleB,3.0,4,1,28.702095742297285,120
3898,1nbs_A,allA,1.0,2,1,26.128892054582032,120
3899,1nbs_A,singleB,6.0,3,1,28.498089409642887,120
3900,1nbs_A,singleB,7.0,3,1,29.33036310719661,120
3901,1nbs_A,singleA,6.0,2,1,29.770940529314824,120
3902,1nbs_A,singleB,2.0,2,1,31.044935174678656,120
3903,1nbs_A,singleB,6.5,4,1,29.33036310719661,120
3904,1nbs_A,allA,9.5,1,1,25.62028688363969,120
3905,1nbs_A,singleA,6.5,2,1,29.770940529314824,120
3906,1nbs_A,allA,7.0,5,1,24.22146362216784,120
3907,1nbs_A,singleA,9.0,3,1,29.468121758944868,120
3908,1nbs_A,singleB,6.0,4,1,30.794137429062694,120
3909,1nbs_A,allA,5.5,2,1,21.4506736490955,120
3910,1nbs_A,allA,5.0,2,1,27.03070661303548,120
3911,1nbs_A,allB,6.5,1,1,25.164111349300615,120
3912,1nbs_A,allA,4.0,4,1,29.561354840399314,120
3913,1nbs_A,allA,1.0,4,1,21.330196904857676,120
3914,1nbs_A,singleB,6.5,2,1,31.45210326830306,120
3915,1nbs_A,allA,7.0,4,1,22.547132855420887,120
3916,1nbs_A,allA,6.0,2,1,20.626851432053318,120
3917,1nbs_A,singleB,2.5,2,1,35.10931500328652,120
3918,1nbs_A,allB,8.5,5,1,21.96415033640045,120
3919,1nbs_A,singleA,1.5,4,1,37.28074033599655,120
3920,1nbs_A,allA,10.0,3,1,32.35164138030712,120
3921,1nbs_A,singleA,8.0,1,1,31.470649818521384,120
3922,1nbs_A,allB,9.0,3,1,31.851935576978676,120
3923,1nbs_A,singleA,3.0,5,1,29.071269322133148,120
3924,1nbs_A,allB,9.5,2,1,22.294795356764322,120
3925,1nbs_A,allA,4.0,3,1,27.03070661303548,120
3926,1nbs_A,allB,7.5,1,1,26.28021879665388,120
3927,1nbs_A,singleB,5.0,3,1,32.0695042057092,120
3928,1nbs_A,allA,2.0,4,1,27.3417556129814,120
3929,1nbs_A,singleB,5.5,5,1,31.45210326830306,120
3930,1nbs_A,singleB,6.0,1,1,31.562477722764417,120
3931,1nbs_A,singleB,4.0,3,1,28.498089409642887,120
3932,1nbs_A,singleB,1.5,1,1,31.45210326830306,120
3933,1nbs_A,allA,5.5,5,1,31.6762150516756,120
3934,1nbs_A,allB,8.5,2,1,19.9161492261933,120
3935,1nbs_A,allB,2.5,3,1,25.11672948454874,120
